graph_id,source_node_id,destination_node_id
1,0,3
1,1,5
1,1,6
1,1,10
1,1,11
1,1,14
1,1,17
1,2,8
1,2,9
1,2,12
1,2,17
1,3,6
1,3,13
1,3,16
1,4,7
1,4,14
1,4,15
1,4,16
1,5,13
1,5,17
1,6,14
1,6,18
1,7,8
1,7,14
1,7,19
1,8,19
1,9,19
1,11,15
1,11,16
1,11,19
1,12,16
1,13,17
1,15,16
1,15,17
2,0,2
2,0,16
2,1,5
2,1,6
2,1,8
2,1,14
2,1,16
2,2,4
2,2,15
2,3,6
2,3,9
2,3,15
2,3,16
2,4,5
2,5,7
2,5,12
2,5,16
2,5,17
2,6,13
2,6,14
2,7,14
2,7,17
2,8,12
2,9,11
2,10,11
2,11,15
2,11,17
2,11,19
2,12,18
2,14,16
2,15,16
2,16,18
2,17,18
2,18,19
3,0,2
3,0,3
3,0,6
3,0,9
3,0,14
3,0,18
3,1,3
3,1,19
3,2,14
3,3,4
3,3,5
3,3,16
3,3,18
3,4,12
3,5,11
3,5,18
3,5,19
3,6,16
3,6,17
3,6,18
3,7,13
3,7,19
3,8,13
3,8,17
3,9,11
3,9,13
3,9,17
3,9,19
3,10,11
3,10,15
3,10,18
3,11,16
3,12,13
3,12,16
3,12,19
3,13,17
3,13,18
3,14,17
3,14,18
4,0,5
4,0,6
4,0,10
4,1,4
4,1,5
4,1,7
4,2,3
4,2,5
4,2,12
4,2,13
4,2,15
4,2,16
4,3,15
4,3,16
4,3,18
4,4,14
4,5,6
4,5,8
4,5,10
4,6,11
4,7,8
4,7,15
4,7,19
4,8,9
4,8,10
4,8,12
4,8,17
4,8,18
4,9,13
4,9,14
4,10,11
4,11,12
4,12,14
4,14,19
4,15,17
4,15,19
4,16,18
5,0,8
5,0,14
5,0,17
5,0,18
5,1,7
5,1,9
5,1,10
5,1,15
5,2,6
5,2,13
5,3,10
5,3,12
5,4,9
5,4,10
5,4,19
5,5,10
5,5,17
5,5,18
5,6,13
5,6,14
5,6,16
5,6,19
5,7,14
5,7,15
5,8,13
5,8,15
5,9,10
5,9,11
5,9,14
5,9,19
5,10,13
5,10,14
5,11,13
5,11,18
5,12,16
5,13,14
5,14,15
6,0,1
6,0,2
6,0,9
6,0,13
6,0,17
6,1,2
6,1,5
6,1,9
6,1,10
6,1,14
6,1,17
6,2,4
6,2,9
6,3,5
6,3,6
6,3,16
6,5,12
6,5,13
6,6,11
6,7,8
6,7,12
6,7,14
6,7,19
6,9,10
6,9,12
6,9,15
6,9,16
6,9,17
6,10,14
6,10,18
6,11,15
6,11,17
6,11,19
6,12,15
6,13,14
6,16,19
7,0,5
7,0,15
7,1,6
7,1,13
7,1,18
7,2,4
7,2,8
7,2,12
7,2,17
7,3,14
7,3,15
7,3,17
7,4,10
7,4,18
7,5,14
7,6,11
7,6,12
7,6,18
7,7,10
7,7,16
7,7,18
7,8,9
7,8,13
7,8,17
7,10,17
7,11,15
7,11,17
7,12,13
7,12,14
7,12,16
7,12,17
7,14,17
7,14,19
7,16,19
8,0,2
8,0,16
8,0,19
8,1,13
8,1,14
8,2,3
8,2,7
8,2,8
8,2,9
8,2,13
8,2,14
8,2,17
8,2,18
8,2,19
8,3,13
8,3,14
8,3,19
8,4,13
8,4,14
8,4,16
8,4,19
8,5,12
8,5,18
8,6,15
8,6,18
8,7,11
8,7,12
8,7,15
8,7,18
8,8,10
8,8,12
8,10,12
8,10,15
8,12,19
8,13,18
8,14,15
8,15,18
8,18,19
9,0,1
9,0,2
9,0,12
9,0,16
9,0,17
9,1,2
9,1,4
9,1,9
9,1,10
9,1,15
9,2,8
9,2,12
9,3,5
9,3,11
9,3,13
9,3,14
9,3,16
9,4,5
9,4,11
9,4,19
9,5,6
9,5,10
9,5,17
9,5,19
9,6,7
9,7,10
9,7,18
9,9,13
9,9,14
9,10,13
9,10,19
9,11,14
9,11,19
9,13,14
9,13,18
9,15,16
9,15,19
9,16,17
9,17,18
9,17,19
10,0,12
10,1,4
10,1,18
10,2,9
10,2,11
10,3,4
10,3,15
10,3,18
10,4,6
10,4,7
10,4,12
10,4,15
10,4,16
10,4,18
10,5,17
10,5,19
10,6,8
10,6,9
10,6,18
10,7,10
10,7,17
10,7,18
10,8,11
10,8,13
10,9,15
10,9,17
10,9,19
10,10,19
10,11,17
10,12,13
10,13,15
10,13,16
10,13,18
10,14,15
10,15,18
10,15,19
10,16,18
11,0,2
11,0,5
11,0,12
11,0,14
11,1,2
11,1,6
11,1,14
11,2,12
11,2,16
11,3,4
11,3,7
11,3,9
11,3,12
11,3,15
11,4,6
11,4,8
11,4,13
11,4,18
11,5,11
11,5,13
11,6,7
11,6,9
11,6,10
11,6,14
11,6,15
11,6,16
11,7,12
11,8,14
11,9,16
11,9,19
11,10,11
11,10,12
11,11,12
11,12,15
11,12,18
11,14,17
11,14,19
11,15,19
11,16,18
12,0,2
12,0,8
12,1,7
12,1,13
12,1,19
12,2,5
12,2,11
12,2,13
12,2,15
12,2,18
12,3,15
12,4,15
12,5,6
12,5,7
12,5,8
12,5,13
12,6,7
12,6,8
12,7,8
12,7,18
12,8,19
12,9,11
12,9,12
12,9,15
12,9,17
12,10,16
12,11,15
12,11,16
12,13,19
12,14,16
12,17,18
12,17,19
12,18,19
13,0,1
13,0,10
13,0,13
13,0,15
13,1,19
13,2,3
13,2,18
13,3,6
13,3,7
13,3,13
13,3,14
13,4,6
13,4,13
13,4,15
13,4,16
13,5,8
13,5,9
13,5,13
13,5,15
13,5,19
13,6,9
13,6,18
13,7,13
13,7,16
13,7,17
13,8,12
13,8,15
13,8,18
13,10,12
13,10,16
13,10,17
13,10,18
13,11,14
13,11,18
13,14,15
13,15,17
14,0,1
14,1,3
14,1,6
14,1,7
14,1,11
14,1,13
14,1,17
14,2,8
14,2,11
14,2,12
14,2,13
14,3,5
14,3,14
14,3,15
14,4,13
14,5,9
14,5,13
14,6,14
14,6,18
14,7,8
14,7,11
14,8,10
14,9,10
14,9,16
14,10,12
14,10,16
14,10,17
14,10,19
14,11,14
14,11,16
14,14,16
14,14,17
14,15,17
14,15,19
14,16,17
14,16,19
14,18,19
15,0,3
15,0,19
15,1,2
15,1,3
15,1,9
15,1,13
15,1,18
15,2,8
15,2,11
15,2,16
15,3,7
15,3,15
15,4,8
15,4,10
15,4,19
15,5,12
15,6,7
15,6,17
15,6,19
15,7,10
15,7,11
15,7,14
15,7,15
15,8,15
15,8,18
15,8,19
15,9,14
15,10,13
15,10,15
15,12,13
15,12,14
15,12,17
15,14,15
15,14,18
16,0,7
16,0,11
16,0,14
16,0,15
16,0,16
16,1,9
16,1,11
16,1,16
16,1,17
16,1,18
16,2,3
16,2,5
16,2,6
16,2,10
16,2,15
16,3,6
16,3,16
16,4,6
16,4,9
16,5,14
16,5,17
16,6,13
16,7,16
16,8,10
16,8,12
16,8,18
16,9,10
16,9,12
16,10,16
16,10,17
16,11,12
16,11,19
16,12,14
16,13,16
16,13,19
16,14,18
16,15,19
16,17,18
16,17,19
17,0,7
17,0,12
17,0,16
17,0,17
17,0,19
17,1,5
17,1,7
17,1,19
17,2,4
17,2,10
17,3,6
17,4,16
17,4,18
17,5,19
17,6,7
17,6,10
17,6,15
17,6,16
17,7,8
17,7,9
17,7,12
17,7,14
17,8,10
17,8,11
17,8,15
17,9,11
17,10,11
17,10,15
17,11,14
17,11,17
17,11,18
17,13,14
17,14,17
17,14,19
17,16,19
18,0,2
18,0,4
18,0,5
18,0,11
18,1,2
18,1,5
18,1,15
18,1,17
18,1,18
18,2,3
18,4,6
18,4,10
18,5,7
18,6,7
18,6,10
18,7,11
18,7,18
18,8,10
18,8,11
18,8,19
18,9,18
18,10,12
18,10,16
18,11,14
18,11,16
18,11,18
18,12,17
18,12,18
18,12,19
18,13,17
18,13,19
18,15,19
18,16,18
18,17,19
19,0,7
19,0,8
19,0,12
19,0,16
19,1,3
19,1,9
19,1,17
19,1,18
19,2,14
19,3,10
19,3,12
19,3,17
19,3,19
19,4,6
19,4,14
19,5,6
19,5,12
19,5,18
19,6,13
19,7,15
19,7,17
19,7,18
19,8,16
19,8,19
19,9,10
19,9,11
19,9,16
19,10,11
19,10,15
19,10,16
19,11,16
19,12,13
19,12,15
19,12,16
19,15,17
19,16,17
19,18,19
20,0,19
20,1,3
20,1,19
20,2,5
20,2,6
20,2,7
20,2,8
20,2,10
20,2,12
20,2,17
20,3,10
20,3,12
20,3,14
20,4,9
20,4,13
20,4,14
20,4,19
20,5,11
20,5,18
20,7,12
20,7,13
20,7,18
20,8,15
20,9,13
20,9,15
20,9,18
20,11,14
20,12,17
20,12,18
20,13,14
20,14,18
20,15,16
20,18,19
21,0,8
21,0,13
21,0,15
21,0,16
21,1,2
21,1,3
21,1,6
21,1,14
21,2,3
21,2,9
21,2,10
21,2,15
21,3,5
21,3,8
21,3,15
21,3,17
21,4,13
21,5,7
21,5,8
21,5,13
21,5,16
21,6,14
21,6,16
21,7,10
21,7,12
21,7,13
21,8,19
21,9,15
21,9,16
